VOYAGEID,OWNERA,CAPTAINA,CAPTAINB,CAPTAINC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136119,,"Jones, D.B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136120,,"Rowland, John G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136121,,"Rowland, John G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136122,,"Murphy, Jenkins H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136123,,"Sheppard, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136124,,"Smith, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136125,,"Harper, T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136126,,"Wood, John D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136127,,"Wood, John D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136128,,Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136129,,"Wade, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136130,,"Windle, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136131,,"Carson, Joseph B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136133,,"Blearson, Joseph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136134,,"Dubs, Evans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136135,,"Fuller, Sam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136136,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136138,,Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136139,,"Baker, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136140,,"Baker, M.E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136141,,"Wilkins, William N.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136142,,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136143,,"Webb, E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136144,,Rodfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136145,,"Draper, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136146,,"Wood, John D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136148,,"Ducey, P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136149,,"Rowland, John G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136150,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136151,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136152,,"Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136153,,"Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136154,,"Weems, W.L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136155,,"Peck, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136156,,"Edward, Rufus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136157,,"Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136158,,"Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136159,,"Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136160,,"Welch, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136162,,"Fuller, Sam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136163,,"Rollins, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136164,,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136165,,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136166,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136167,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136168,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136169,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136170,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136171,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136172,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136173,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136174,,"Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136175,,Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136176,,"Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136177,,"Brown, William S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136178,,"Rowland, John G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136179,,"Rowland, John G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136180,,"Parker, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136181,,"Auld, Edward",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136182,,"Auld, Edward",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136183,,"Auld, Edward",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136184,,Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136185,,"Coates, R.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136186,,"Templeton, W.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136187,,"Crane, John R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136188,,"Rollins, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136189,,"Crane, John R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136190,"Harris, I.C.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
